9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요	디자인 굿 입니다.	100	G마켓	2020.09.18.	kt****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족해요. 아침마다 행복해요~	만족해요. 아침마다 행복해요~	100	SSG.COM	2020.06.14.	ha****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	선물 받아서 잘 쓰고 있습니다	선물 받아서 잘 쓰고 있습니다	100	SSG.COM	2020.07.05.	hy****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송빠르고 너무너무 좋았습니다	배송빠르고 너무너무 좋았습니다.	100	SSG.COM	2020.07.23.	pr****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	커피머신이 너무 예뻐요~	커피머신이 너무 예뻐요~	100	SSG.COM	2020.09.12.	pv****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	포장 깔끔 잘 받았어요	포장 깔끔 잘 받았어요	100	SSG.COM	2020.10.13.	gh****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	저렴하고 빠른배송 좋습니다	저렴하고 빠른배송 좋습니다	100	옥션	2020.10.31.	pn****	"['<img src=""http://bampic.auction.co.kr/v1/540/386/b637386540/00172/b637386540182307017200.jpg"" alt=""저렴하고 빠른배송 좋습니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/540/386/b637386540/01172/b637386540182307017200.jpg"" alt=""저렴하고 빠른배송 좋습니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/540/386/b637386540/02172/b637386540182307017200.jpg"" alt=""저렴하고 빠른배송 좋습니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요..배송도 빠르고 예쁘네요	좋아요..배송도 빠르고 예쁘네요	100	현대Hmall	2020.12.11.	mu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족합니다.	배송빠르고 잘 사용하고 있네요.	80	인터파크	2021.02.22.	gw****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	이쁘고 좋네요.배송도 빠르네요	이쁘고 좋네요.배송도 빠르네요	100	SSG.COM	2021.06.27.	ae****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	상품과 배송 모두 만족합니다.	상품과 배송 모두 만족합니다.	100	SSG.COM	2021.07.02.	fe****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	회사 휴게실에 두고 잘 쓰고있어요	회사 휴게실에 두고 잘 쓰고있어요	100	SSG.COM	2021.08.27.	yh****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	배송 빠르고 잘 작동되는거요	100	11번가	2021.09.25.	ki****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	사용해보고 좋아서 선물했어요	사용해보고 좋아서 선물했어요	100	옥션	2019.12.04.	e0****	"['<img src=""http://bampic.auction.co.kr/v1/540/386/b637386540/00289/b637386540168310128900.jpg"" alt=""사용해보고 좋아서 선물했어요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송 진짜 빠르네요~	배송도 빠르고 상품도 좋아요~	100	인터파크	2019.12.06.	gg****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	간변하고 편한하게 즐기고 있어요	간변하고 편한하게 즐기고 있어요	100	롯데홈쇼핑	2019.12.07.	in****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	가격 대비 메우 좋습니다,	가격 대비 메우 좋습니다,	100	SSG.COM	2019.12.24.	ko****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	기다리는 시간이 넘 길었어요	기다리는 시간이 넘 길었어요	80	옥션	2020.05.12.	pr****	"['<img src=""http://bampic.auction.co.kr/v1/168/550/b738550168/00069/b738550168174835006900.jpg"" alt=""기다리는 시간이 넘 길었어요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	배송도 빠르고 제품도 좋습니다	100	11번가	2020.07.31.	pe****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	어머님 사드?습니다 좋아하시네	어머님 사드?습니다 좋아하시네요	100	SSG.COM	2020.08.17.	ab****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족합니다	적극추천합니다 만족해요	100	G마켓	2020.08.22.	lo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	총알배송입니다..만족합니다	총알배송입니다..만족합니다	100	현대Hmall	2020.10.16.	zk****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	홈까페용으로 편하고 좋아요	홈까페용으로 편하고 좋아요	100	현대Hmall	2020.12.09.	ju****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	저렴히 배송도빠르고 맛도좋아요	저렴히 배송도빠르고 맛도좋아요	100	롯데홈쇼핑	2020.12.13.	ms****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	사용도 편하고 만족합니다	사용도 편하고 만족합니다	100	SSG.COM	2021.02.05.	cm****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	넘좋아요 홈카페완성했어요	넘좋아요 홈카페완성했어요	100	롯데홈쇼핑	2021.02.12.	lo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	빠르게 잘 받았습니다. 수고요	빠르게 잘 받았습니다. 수고요	100	SSG.COM	2021.02.16.	bi****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	예쁘네요~^^	괜찮은 것 같아요~~~~~	100	인터파크	2021.02.18.	ss****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	제품 소문대로 만족합니다	제품 소문대로 만족합니다	100	현대Hmall	2021.03.13.	jw****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	넘 만족하며 사용하고 있어요	넘 만족하며 사용하고 있어요	100	SSG.COM	2021.04.15.	yu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	선물로 드렸어요 좋아하시네요	선물로 드렸어요 좋아하시네요	100	SSG.COM	2021.04.17.	kk****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	선물했는데 너무 좋아해요!!	선물했는데 너무 좋아해요!!	100	신세계몰	2021.08.24.	yo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	굿굿 고장안나길바라며 잘쓸게요	굿굿 고장안나길바라며 잘쓸게요	100	SSG.COM	2020.09.27.	an****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	맘에들어요	집분위기에 잘어울리네요~^^	100	G마켓	2019.11.08.	p4****	"['<img src=""http://bampic.gmarket.co.kr/v1/827/156/1674156827/00915/1674156827308825991500.jpg"" alt=""집분위기에 잘어울리네요~^^"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	친구집들이선물로해줬음	친구집들이선물로해줬음	100	옥션	2019.11.08.	nl****	"['<img src=""http://bampic.auction.co.kr/v1/180/389/b637389180/00303/b637389180167212030300.jpg"" alt=""친구집들이선물로해줬음"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	배송빠르고 잘왔어요 만족	100	11번가	2019.12.13.	ru****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	남편생일선물로 샀는데 좋아해요	남편생일선물로 샀는데 좋아해요	100	SSG.COM	2019.12.21.	sp****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요	배송도빠르고 정말좋아요~^^	100	인터파크	2020.04.25.	ku****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요 좋아요	?아요 좋아요 좋아야 다이조브	100	인터파크	2020.05.10.	st****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	선물용으로 샀어요  좋으네요	선물용으로 샀어요  좋으네요	100	SSG.COM	2020.06.22.	mu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	저렴하게 잘 구입했어요	저렴하게 잘 구입했어요	100	SSG.COM	2020.07.05.	wj****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	조용하고 사용이 편리해요	조용하고 사용이 편리해요	100	SSG.COM	2020.09.03.	pa****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	저렴하데 잘구매했습니다	저렴하데 잘구매했습니다	100	SSG.COM	2020.10.28.	jo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	아뷰 만족하며 쓰고있습니다	아뷰 만족하며 쓰고있습니다	100	SSG.COM	2020.12.09.	Ju****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	아뷰 만족하며 쓰고있습니다	아뷰 만족하며 쓰고있습니다	100	SSG.COM	2020.12.09.	Ju****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	부모님댁에 선물했어요~	부모님댁에 선물했어요~	100	SSG.COM	2021.04.15.	yu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	소리는 겁나 큰데 좋아요	소리는 겁나 큰데 좋아요	100	SSG.COM	2021.06.22.	yj****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	사무실에서 잘 쓰고 있습니다	사무실에서 잘 쓰고 있습니다	100	SSG.COM	2021.08.27.	yh****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	저렴하게 잘 샀어요.	저렴하게 잘 샀어요.	100	롯데백화점	2020.02.23.	sy****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	예쁘고 좋은제품 잘받았습니다	예쁘고 좋은제품 잘받았습니다	100	SSG.COM	2020.06.04.	ne****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요 저렴하게삿어요	좋아요 저렴하게삿어요	100	SSG.COM	2020.06.16.	jh****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족합니다 만족합니다	만족합니다 만족합니다	100	SSG.COM	2020.08.13.	eg****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	네스프레소 시티즈	깔끔하고 이쁘네요.	80	G마켓	2020.11.13.	yh****	"['<img src=""http://bampic.gmarket.co.kr/v1/921/790/1560790921/01047/1560790921337501704700.jpg"" alt=""깔끔하고 이쁘네요."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	선물했는데 좋아해요 ㅎㅎ	선물했는데 좋아해요 ㅎㅎ	100	신세계몰	2020.12.15.	pm****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	선물했는데 너무 좋아해요	선물했는데 너무 좋아해요	100	신세계몰	2021.03.08.	rl****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	마눌 생선 해주니 좋아하네요	마눌 생선 해주니 좋아하네요	100	옥션	2021.05.01.	ko****	"['<img src=""http://bampic.auction.co.kr/v1/180/389/b637389180/00189/b637389180185580418900.jpg"" alt=""마눌 생선 해주니 좋아하네요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/180/389/b637389180/01189/b637389180185580418900.jpg"" alt=""마눌 생선 해주니 좋아하네요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	너무 예쁘고 잘 쓰고 있어요	너무 예쁘고 잘 쓰고 있어요	100	SSG.COM	2021.05.27.	jo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송 빠르네요 잘 쓸게요	배송 빠르네요 잘 쓸게요	100	현대Hmall	2020.05.01.	mp****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	시티즈	바우처도 주시고 참 좋네요	100	G마켓	2020.05.22.	ju****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족합니다만족합니다	만족합니다만족합니다	100	SSG.COM	2020.09.12.	ra****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	조아요~~이뻐요~사용전	조아요~~이뻐요~사용전	100	SSG.COM	2020.10.29.	01****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	고민하다 산 보람이 있어요	고민하다 산 보람이 있어요	100	신세계몰	2020.12.14.	im****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	고민하다 산 보람이 있어요	고민하다 산 보람이 있어요	100	SSG.COM	2020.12.14.	im****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	예쁘네요 포장도 좋아요	100	11번가	2021.06.06.	by****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	맘에 들어요만족합니다	맘에 들어요만족합니다	100	롯데ON	2019.12.19.	ls****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	까페를 안가게 만드네용	까페를 안가게 만드네용	100	SSG.COM	2020.04.29.	to****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋네요	상품도?고 배송빠르네요	100	인터파크	2020.07.11.	ci****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	생활의 필수품. !!!!	생활의 필수품. !!!!	100	SSG.COM	2020.08.30.	jj****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	집에서즐기는홈까페좋아요	집에서즐기는홈까페좋아요	100	현대Hmall	2020.09.08.	mi****	"['<img src=""http://media.hyundaihmall.com/hmall/co/editor/20200908/21/m_web_upload@20200908_211633730.jpg"" alt=""집에서즐기는홈까페좋아요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	크레마가 적은게 아쉽네여	크레마가 적은게 아쉽네여	100	현대Hmall	2020.11.11.	k2****	"['<img src=""http://media.hyundaihmall.com/hmall/co/editor/20201111/00/m_web_upload@20201111_003013440.jpg"" alt=""크레마가 적은게 아쉽네여"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송빠르고 너무 좋내요	배송빠르고 너무 좋내요	100	롯데홈쇼핑	2020.11.28.	kh****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	이쁘고 마음에 듭니다.	100	11번가	2020.12.13.	ma****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	아주좋아요 만족합니다	아주좋아요 만족합니다	100	롯데홈쇼핑	2021.02.15.	51****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족스럽습니다 !!!	만족스럽습니다 !!!	100	SSG.COM	2021.05.15.	so****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송상태도 좋습니다.	배송상태도 좋습니다.	100	SSG.COM	2019.11.13.	ka****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	아주아주 만족합니다	아주아주 만족합니다	100	옥션	2019.12.18.	ju****	"['<img src=""http://bampic.auction.co.kr/v1/540/386/b637386540/00805/b637386540168826880500.jpg"" alt=""아주아주 만족합니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	아주좋아요오어난오오오노	아주좋아요오어난오오오노	100	SSG.COM	2020.04.24.	zo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	행복한사치  크레마^^	행복한사치  <br> 크레마^^	100	SSG.COM	2020.05.02.	jj****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족	몹시 만족스럽습니다	100	인터파크	2020.07.12.	fu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	불량없이 잘 왔어요	불량없이 잘 왔어요	100	옥션	2021.01.28.	ci****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송빠릅니다	배송빠르고 친절합니다	100	G마켓	2021.02.14.	bs****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족스러워요 좋아요	만족스러워요 좋아요	100	SSG.COM	2021.03.07.	ha****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	빠른배소에 잘받았습니다	100	11번가	2021.08.07.	ls****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	가성비 너무 좋아요	가성비 너무 좋아요	100	신세계몰	2021.09.01.	20****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요	좋아요좋아요 좋아요용	100	G마켓	2019.12.01.	zu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송 빠르고 이뻐요	배송 빠르고 이뻐요	100	SSG.COM	2020.12.11.	ro****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	배송 빠르고 이뻐요	배송 빠르고 이뻐요	100	SSG.COM	2020.12.11.	ro****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	밑 컵받침이 느슨해요	밑 컵받침이 느슨해요	100	신세계몰	2021.04.23.	eu****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요	색도이쁘구좋아요ㅎㅎ	100	인터파크	2020.05.17.	qh****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	너무이쁘고 편해요	100	11번가	2020.07.15.	bs****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족합니다.	만족합니다.	100	옥션	2020.06.17.	ch****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	괜찮습네다	괜찮습네다	100	옥션	2020.10.16.	ta****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족합니다	만족합니다	80	옥션	2019.11.06.	al****	"['<img src=""http://bampic.auction.co.kr/v1/180/389/b637389180/00426/b637389180167147942600.jpg"" alt=""만족합니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	가볍고 좋네요	가볍고 좋네요	100	옥션	2020.07.17.	ac****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	만족해요!	만족해요!	100	옥션	2021.07.06.	sk****	"['<img src=""http://bampic.auction.co.kr/v1/017/497/c269497017/00434/c269497017186627143400.jpg"" alt=""만족해요!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	굿굿	배송 하루만에 오고 좋아요	100	인터파크	2020.09.19.	ry****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	정말 좋습니다	정말 좋습니다	100	옥션	2020.09.19.	st****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요 좋아요 좋아요 좋아요 좋아요	좋아요 좋아요 좋아요 좋아요 좋아요	100	롯데홈쇼핑	2019.10.24.	ni****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	굿~~ 사이즈 작고, 디자인 예쁘고요~~너무너무 간...	굿~~ 사이즈 작고, 디자인 예쁘고요~~너무너무 간편해서 제일 좋으다~~ㅎㅎ커피 매일 마실 수있다는 이기쁨88~~~배송 포장꼼꼼 기분 ㅈ?ㅎ네요, 무엇보다 싸게 구매요~~~	100	롯데홈쇼핑	2019.10.19.	db****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋아요 너무예뻐요~ ~ ~^ ^커피맛있어요	좋아요 너무예뻐요~ ~ ~^ ^커피맛있어요	100	롯데홈쇼핑	2019.10.15.	sw****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	상품은 좋은데 가격이좀비싸네요	상품은 좋은데가격이좀비싸네요	100	현대Hmall	2019.10.14.	hc****	"['<img src=""http://media.hyundaihmall.com/hmall/co/editor/20191014/17/m_web_upload@20191014_174929291.jpg"" alt=""상품은 좋은데가격이좀비싸네요"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	마음에 쏙 들어요.	마음에 쏙 들어요.	100	롯데백화점	2019.10.13.	do****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	너무 맘에 들어요디자인이 너무 좋습니다.	너무 맘에 들어요디자인이 너무 좋습니다.	100	롯데홈쇼핑	2019.10.09.	zo****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	마음에 쏙 들어요.	마음에 쏙 들어요.	100	롯데백화점	2019.10.08.	ss****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	더ㅏㅣㅘㅓㅣㅗㄴㅁ라ㅣㅎㅁㄴㄹ휴ㅏ뇌ㅏ너ㅗㄹ하ㅣㄴ	100	11번가	2019.10.07.	gk****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	최고예요	쿠폰 써서 싸게 구입했어요ㅋ 여기가 진짜 최저가에요ㅋ 커피도 맛나고 너무너무 편해요ㅋ 소리는 쪼금 크긴한데 괜찮아요ㅋ	100	11번가	2019.10.07.	ca****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	좋은 가격에 잘 구매했습니다.	좋은 가격에 잘 구매했습니다.	100	현대Hmall	2019.10.05.	cs****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	빠른 배송 감사합니다.	빠른 배송 감사합니다.	100	롯데백화점	2019.10.01.	tk****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	ㄳ	ㄳ	100	옥션	2019.10.28.	co****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	네스프레소 시티즈	배송도 빠르고 아주아주 마음에 듭니다 배송도 빠르고 아주아주 마음에 듭니다 배송도 빠르고 아주아주 마음에 듭니다 배송도 빠르고 아주아주 마음에 듭니다 배송도 빠르고 아주아주 마음에 듭니다 	100	인터파크	2019.11.06.	sc****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	빠른배송 감사합니다 잘 사용할게요	빠른배송 감사합니다 잘 사용할게요	100	옥션	2019.11.07.	hi****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	빠른 배송, 좋아요!	빠른 배송, 좋아요!	100	옥션	2019.11.07.	bl****	"['<img src=""http://bampic.auction.co.kr/v1/180/389/b637389180/00980/b637389180167215998000.jpg"" alt=""빠른 배송, 좋아요!"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
9543720	CoffeeMachine	네스프레소 시티즈 D113	맘에 들어요ㅎ	맘에 들어요ㅎ	100	옥션	2019.11.07.	sn****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	싸게삿어요	싸게삿어요	100	옥션	2019.11.08.	ji****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	진하고 부드럽고 커피맛에 만족	진하고 부드럽고 커피맛에 만족합니다.	100	SSG.COM	2019.11.08.	km****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	빠른배송으로 잘 받아보았습니다	빠른배송으로 잘 받아보았습니다. <br> 덕분에  편하게 구입했습니다. <br> 레드 너무 이쁘네요, <br>  <br> 감사합니다.	100	SSG.COM	2019.11.07.	kk****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	착한 가격에 구입했네요	착한 가격에 구입했네요	100	SSG.COM	2019.11.06.	dk****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	친구 집들이 선물로 구매했습니	친구 집들이 선물로 구매했습니다. 금요일에 구매했는데 토요일에 배송완료네요 ㅋㅋㅋㅋ 배송은 진짜 빠름요 ㅋㅋ 친구도 선물로 받고 만족했습니다. ㅎㅎ 청구할인까지해서 저렴하게 구매했네요 ㅎㅎ바우처까지 들어있어서 캡슐도 사야겠습니다. 	100	SSG.COM	2019.11.04.	iv****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	커피머신 부피가 작아서 공간활	커피머신 부피가 작아서 공간활용이 높아서 좋아요 <br> 식탁위에 올려놓고 씁니다~^^ <br> 커피를 좋아해서 매번 카페에서 사먹는데 가격이 <br> 만만치 않아 부담이 컸었는데 네스프레소커피머신을  <br> 구입하고부터는 집에서 입맛대로 골라서 마음껏 마실수 <br> 있어서 너무 좋아요~~ <br> 처음 구입할때 머신값이 부담은 되겠지만 길게 보면 <br> 오히려 많이 절약이 되니까 적극 권해드립니다	100	SSG.COM	2019.11.03.	wf****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	잘 구입했어요. 배송도 빠르네요	잘 구입했어요. 배송도 빠르네요 	100	SSG.COM	2019.11.02.	jl****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	집들이 선물용으로 구매했는데 	집들이 선물용으로 구매했는데 매장에서보다 저렴한 가격에 구매해서 좋았어요 배송도 주문하고 다음날 바로 받았습니다 ! <br> 	100	SSG.COM	2019.11.01.	su****	[]
9543720	CoffeeMachine	네스프레소 시티즈 D113	캡슐머신 사려고 한달내내 들여	캡슐머신 사려고 한달내내 들여다보기만 하다가 <br> 본 중에 가장 가격이 저렴해질 때 냅다 질러버렸어요^^ <br> 쿠폰에 상품권에 이것저것해서 저렴하게 산 것 같아 뿌듯하네요^^ <br> 배송도 빠르게 오고 별다른 이상없이 잘 작동해서 좋아요~(물없이 캡슐넣고 작동하다가 순간 놀래서 멈추는 바람에 캡슐하나 버린건 비밀이구요ㅋㅋㅋㅋㅋㅋ) <br> 제가 주문한 다음날부터 크래딧 바우처행사 해서 아쉬웠는데 센스있게 바우처도 챙겨주셔서 너무너무 감사해요^^ <br> 매일매일 한잔씩 내려마시면서 힐링해야겠어요ㅋㅋㅋ	100	SSG.COM	2019.11.01.	am****	[]
7653643	CoffeeMachine	네스카페 돌체구스토 에스페르타	최고예요	사무실에서 쓰는 커피 머신이 돌체라 캡슐 통일을 위해 돌체구스토 중에서 골랐습니다.  사실 돌체구스토는 디자인이 별루라고 생각하는데 또 획기적인 디자인도 많은 편이라 재밌어요.  인피니시마가 마음에 들었지만 수동이라서 자동 기계 중에 사이폰 커피 메이커를 닮아 디자인이 가장 맘에 들었던 에스페르타로 골랐고 아주 만족합니다.  에스페르타는 블루투스로 연결해서 전용 어플로 커피 추출이 가능한데 추출방식(에스프레소 부스트와 드립 커피 브루잉 모드), 물의 양, 물의 온도, 추출 시작 시간까지 설정할 수 있어요. 총 3가지 방식으로 커피를 추출할 수 있으니까 한 가지 캡슐로 다른 맛을 구현해낼 수 있답니다.  어플에서 미리 예약 시간을 설정해두면 정해진 시간에 커피가 추출된다는 게 진짜 대박인데 혼자서도 커피향으로 잠을 깰 수 있어서 너무너무 좋아요.	100	11번가	2020.03.28.	wo****	[]
7653643	CoffeeMachine	네스카페 돌체구스토 에스페르타	최고예요	1.배송구입하고 바로 다음날 출고 시작해서 빠르게 배송됐습니다. 아무래도 소형가전이라 걱정됐는데 상자훼손도 없었고 상품파손도 없었습니다. 2.상품돌체구스토 모델 여러개 검색하다가 결정한 이 상품이 가장 가성비 좋은 제품인 거 같습니다. 일단 디자인도 깔끔하고 푸피도 크게 차지하지않고 물도 자동으로 나오고 특히 신경쓴게 세척부분인데 물통 세척도 용이해서 구입했습니다. 매우만족학니다. 3.가격폭풍검색 결과 최저가에 2만원 쿠폰에 사은품으로 캡슐 1박스까지.. 혜자스러워요ㅜ.ㅜ 이보다 가성비 좋은건 없습니다.	100	11번가	2020.02.11.	ju****	[]
