6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,배송 엄청맘에 드네요.무지빨랐고요.상품은 처음 동작시켜...,배송 엄청맘에 드네요.무지빨랐고요.상품은 처음 동작시켜 바로 센서 동작여부 확인하니 잘되네요.,100,옥션,2019.12.13.,kd****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00988/b606184749168843698800.jpg"" alt=""배송 엄청맘에 드네요.무지빨랐고요...."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,피스넷공기청정기,특히 색갈로 표시하는게 인상적임ㅋㅋ맑은공기 마니마니 마시고 살아야지요 코로나도 물리치고 건강하게 삽시다,100,G마켓,2020.04.21.,hc****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,집에 큰 공청기가있긴하지만 거실에만 있어서 아이방까진 ...,집에 큰 공청기가있긴하지만 거실에만 있어서 아이방까진 공기 순환이 잘되진 않는것 같아,100,옥션,2020.05.26.,fe****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00561/b606184749175782456100.jpg"" alt=""집에 큰 공청기가있긴하지만 거실에..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/01561/b606184749175782456100.jpg"" alt=""집에 큰 공청기가있긴하지만 거실에..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/02561/b606184749175782456100.jpg"" alt=""집에 큰 공청기가있긴하지만 거실에..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,파란불이엇다가 공기가 오염이 되면 빨간색으로 변하여 정...,파란불이엇다가 공기가 오염이 되면 빨간색으로 변하여 정화를 시켜주네요잘산거 같습니다,100,옥션,2021.02.27.,pk****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00195/b606184749186883419500.jpg"" alt=""파란불이엇다가 공기가 오염이 되면 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,선물,선물했어요~ 혼자사는분들한테 괜찮을것같아~ 받아보고 이뿌다며 만족해 하네요~~빠른 배송 감사합니다,100,G마켓,2021.09.24.,jm****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00536/1526876942358494653600.jpg"" alt=""선물했어요~ 혼자사는분들한테 괜찮..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,집에있는 공기청정기는 특유의 냄새가 나 있어도 잘 안썼...,집에있는 공기청정기는 특유의 냄새가 나 있어도 잘 안썼는데 이건 그런 냄새가 없어 좋습니다.,100,옥션,2019.11.14.,lo****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,원통형의 아름다움,360도 전 방향에서 공기를 흡입해서 내가. 위치하는 쪽으로신선한 공가를 뿌려 주니까 짱이네요,100,G마켓,2020.11.19.,is****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,요즘 미세먼지가 심해 피스넷 공기청정기 주문했는데 아담...,요즘 미세먼지가 심해 피스넷 공기청정기 주문했는데 아담한게 방에 놓아두기 좋네요~,100,옥션,2020.11.21.,gu****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00545/b606184749183231654500.jpg"" alt=""요즘 미세먼지가 심해 피스넷 공기청..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,통이음새부분이 좀 헐겁네요.테잎으로 고정해얄듯.살짝만 ...,통이음새부분이 좀 헐겁네요.테잎으로 고정해얄듯.살짝만 만져도 풀어짐.기능면에선 가성비좋음,80,옥션,2021.04.24.,no****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,"크지 않고, 성능은 좋고. 집이 조용해서 인지 소음이 ...","크지 않고, 성능은 좋고. 집이 조용해서 인지 소음이 크게 느켜집니다.",80,옥션,2021.03.25.,43****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,배송도 엄청빠르고 나쁘진 않는듯한데 필터넣고 살짝돌려주...,배송도 엄청빠르고 나쁘진 않는듯한데 필터넣고 살짝돌려주면 되는데 넘쉽게돌아가니 살짝건들다가 열려요ㅎ,100,옥션,2021.04.19.,ja****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,무드등과 공기청정기가 같이 필요했는데 한개의 제품으로 ...,무드등과 공기청정기가 같이 필요했는데 한개의 제품으로 두가지를 이용 할 수 있어서 더욱 좋네요~,100,옥션,2020.03.10.,ti****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00487/b606184749172402548700.jpg"" alt=""무드등과 공기청정기가 같이 필요했..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,좋아요,써보니좋아서총4개주문했내요~~^^작동도잘되고좋아요~~내일이면1개더오내요~빨리오길..ㅋㅋㅋㅋ,100,G마켓,2020.03.11.,ak****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00571/1526876942318102457100.jpg"" alt=""써보니좋아서총4개주문했내요~~^^작동..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,제품 잘 받았습니다.,지금 센서 테스트 해보니 잘 되내요.조명도 예쁘고 너무 좋아요.제품 감사히 잘 쓰겠습니다.,100,G마켓,2020.03.21.,gh****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00397/1526876942318899839700.jpg"" alt=""지금 센서 테스트 해보니 잘 되내요...."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,보통,센서 직접 휴지 문지르면 되긴 하지만민감 하진 않네요. 그냥 두면 나쁨으로 가진  않아요,60,G마켓,2020.11.23.,a0****,"['<img src=""http://bampic.gmarket.co.kr/v1/104/634/1812634104/00816/1812634104336479781600.jpg"" alt=""센서 직접 휴지 문지르면 되긴 하지만..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,품질우수 신속배송가동시 조용하구 실내에 잘어울리는 디...,품질우수 신속배송가동시 조용하구 실내에 잘어울리는 디자인 입니다,100,옥션,2021.05.15.,je****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,두 번 째 구매…대기업의 기십만원 짜리와 큰 차이 없...,두 번 째 구매…대기업의 기십만원 짜리와 큰 차이 없어요ㅋㅋㅋ공기 청정기의 핵심은 필터죠…,100,옥션,2021.09.14.,hy****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,싸이즈가 아담하고 소음도 없고 성능까지 아주 훌륭한 제...,싸이즈가 아담하고 소음도 없고 성능까지 아주 훌륭한 제품이네요,100,옥션,2019.11.20.,pn****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,굿,디자인도 괜찮아요 성능을 믿고 잘 활용해서 건강하게 된다면 ?? ?? ??,100,G마켓,2021.02.09.,na****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00983/1526876942344443098300.jpg"" alt=""디자인도 괜찮아요 성능을 믿고 잘 활..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,센서가 좋네요... 켜고 전자담배 한번  폈더니 혼자 ...,센서가 좋네요... 켜고 전자담배 한번  폈더니 혼자 웅하고 빨간색으로 변하면서 빨아들이네요,100,옥션,2021.02.22.,on****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,피스넷퓨어360센서,배송빠르내요사무실에 놓았는데 정화 잘 되내요예쁘고 소음도  거의 없습니다.,80,G마켓,2020.01.31.,12****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00774/1526876942314935177400.jpg"" alt=""배송빠르내요사무실에 놓았는데 정화..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,성능이 너무 좋아요,"피스넷 공기청정기 디자인도 멋있고,불빛도 아름답고,성능도 좋아요!",100,G마켓,2020.03.07.,ab****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00598/1526876942317049059800.jpg"" alt=""피스넷 공기청정기 디자인도 멋있고,..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,작동잘되네요 옆에서 식사하는데 음식냄새로 색이변하면서 ...,작동잘되네요 옆에서 식사하는데 음식냄새로 색이변하면서  잘작동합니다,100,옥션,2020.12.22.,wo****,"['<img src=""http://bampic.auction.co.kr/v1/344/153/b853153344/00709/b853153344184552670900.jpg"" alt=""작동잘되네요 옆에서 식사하는데 음..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,일단 센서 작동 잘되고요 LED 등도 이쁩니다. 사무실...,일단 센서 작동 잘되고요 LED 등도 이쁩니다. 사무실에서 사용하기 딱 좋습니다.,100,옥션,2021.01.08.,hb****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,공기청정기 찾던중에 가격도저렴하고 안에도청소할수있을거같...,공기청정기 찾던중에 가격도저렴하고 안에도청소할수있을거같아서 구매했어요,100,옥션,2019.11.02.,wk****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00290/b606184749167126429000.jpg"" alt=""공기청정기 찾던중에 가격도저렴하고..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,"작고 아담한 사이즈인데, 필터는 H13등급이라고 해서 ...","작고 아담한 사이즈인데, 필터는 H13등급이라고 해서 안심이 됩니다.",100,옥션,2019.11.24.,ya****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00437/b606184749167491143700.jpg"" alt=""작고 아담한 사이즈인데, 필터는 H13등..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,제품 좋네요,카라반에 둘려고 샀구요. 소음4단면 크다거했는데. 전혀 안커요 배송빠르고. 좋아요.,100,G마켓,2020.01.16.,ri****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00276/1526876942314012027600.jpg"" alt=""카라반에 둘려고 샀구요. 소음4단면 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,"360센스를 처음에 1개,,,,, 사용하다보니 좋아서 ...","360센스를 처음에 1개,,,,, 사용하다보니 좋아서 그다음에 2개 방마다 1개씩 구입했네요.",100,옥션,2020.12.29.,ps****,"['<img src=""http://bampic.auction.co.kr/v1/344/153/b853153344/00706/b853153344184696270600.jpg"" alt=""360센스를 처음에 1개,,,,, 사용하다보..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,작동 잘되고 사이즈도 적당하고. 고장없이 오래 사용했으...,작동 잘되고 사이즈도 적당하고. 고장없이 오래 사용했으면 좋겠네요~,80,옥션,2021.03.10.,2t****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,디자인 깔끔하네요.  작동해 보니 공기청정도 잘되는듯 ...,디자인 깔끔하네요.  작동해 보니 공기청정도 잘되는듯 하고요.,100,옥션,2019.10.01.,lh****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00036/b606184749165812403600.jpg"" alt=""디자인 깔끔하네요.  작동해 보니 공..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,예전모델 써보고 좋아서 샀는데 더 조용해지고 좋네요! ...,예전모델 써보고 좋아서 샀는데 더 조용해지고 좋네요! 배송도 빠르고 만족합니다.,100,옥션,2019.11.12.,yy****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00658/b606184749167468965800.jpg"" alt=""예전모델 써보고 좋아서 샀는데 더 조..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,이 제품을 이미 쓰고 있고 너무 좋아서 선물하려고 다시...,이 제품을 이미 쓰고 있고 너무 좋아서 선물하려고 다시 하나 주문했습니다. 잘 사용할게요^^,100,옥션,2021.05.13.,go****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00893/b606184749189510089300.jpg"" alt=""이 제품을 이미 쓰고 있고 너무 좋아..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,만족힙니다,"배송도빠르고  오자마자 확인 넘빨리 정화대는데 넘좋았어요  칭구들도 그매한다고하네요,",100,G마켓,2019.10.08.,ki****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00548/1526876942306857754800.jpg"" alt=""배송도빠르고  오자마자 확인 넘빨리 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,깔끔하네요~,크지않아서 화장대에 올려놨어요먼지많은 안방..먼지들 잘 먹어주길기대하고있네요,80,G마켓,2019.12.14.,sn****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00083/1526876942311377508300.jpg"" alt=""크지않아서 화장대에 올려놨어요먼지..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,자동센서 공기청정기,공기정화되니 기분좋아요감사합니다  센서옆에 휴지비볐더니빨간색으로 바뀌였어요 ㅎ,100,G마켓,2020.12.24.,sd****,"['<img src=""http://bampic.gmarket.co.kr/v1/104/634/1812634104/00241/1812634104341037924100.jpg"" alt=""공기정화되니 기분좋아요감사합니다 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,후기쓸때 빨강불이었던 제품이 아직까지 빨강이라 걱정이네...,후기쓸때 빨강불이었던 제품이 아직까지 빨강이라 걱정이네요. 제품 하자가 아니길 바래봅니다.,100,옥션,2019.10.22.,fa****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00482/b606184749166670048200.jpg"" alt=""후기쓸때 빨강불이었던 제품이 아직..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/01482/b606184749166670048200.jpg"" alt=""후기쓸때 빨강불이었던 제품이 아직..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/02482/b606184749166670048200.jpg"" alt=""후기쓸때 빨강불이었던 제품이 아직..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,집에 다른 공기청정기도 여러대 있는데 불들어오는것도 이...,집에 다른 공기청정기도 여러대 있는데 불들어오는것도 이쁘고 평도 좋아서 구매했어요,100,옥션,2020.01.18.,ca****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00793/b606184749170035479300.jpg"" alt=""집에 다른 공기청정기도 여러대 있는..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/01793/b606184749170035479300.jpg"" alt=""집에 다른 공기청정기도 여러대 있는..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/02793/b606184749170035479300.jpg"" alt=""집에 다른 공기청정기도 여러대 있는..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/03793/b606184749170035479300.jpg"" alt=""집에 다른 공기청정기도 여러대 있는..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,바깥활동 못하시는 부모님 거실에 놔드렸어요~ 덕분에  ...,바깥활동 못하시는 부모님 거실에 놔드렸어요~ 덕분에  거실이 상쾌해졌네요~,100,옥션,2020.03.04.,pe****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00874/b606184749171808587400.jpg"" alt=""바깥활동 못하시는 부모님 거실에 놔..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,디자인도 좋도 필터도 커서인지 공기 청정이 잘 되어 맘...,디자인도 좋도 필터도 커서인지 공기 청정이 잘 되어 맘에 듭니다,100,옥션,2019.10.15.,dh****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,피스넷 퓨어 360,배송도 빠르고 물건도 좋습니다 작동도 잘되고 방에서 담배질하는 분들께 좋겠네요,100,G마켓,2019.11.06.,da****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/01163/1526876942308759716300.jpg"" alt=""배송도 빠르고 물건도 좋습니다 작동..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,방에 먼지가 워낙 많아서 주문 했는데 당연하겠지만 완전...,방에 먼지가 워낙 많아서 주문 했는데 당연하겠지만 완전히 사라지지는 않네요 ㅋㅋ;,100,옥션,2019.11.08.,ji****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,가성비 갑,아담하고 센서도 좋고 소음도 적네요 센서 있는거 추천해요,100,G마켓,2020.02.06.,da****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00658/1526876942315330165800.jpg"" alt=""아담하고 센서도 좋고 소음도 적네요 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,좋아요,써보고좋아서주의지인들에게추천해주었내요~~^^지인들고괜찮다고해니다행이예요~~^^ ㅋ,100,G마켓,2020.03.13.,ak****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00005/1526876942318195000500.jpg"" alt=""써보고좋아서주의지인들에게추천해..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,사이즈가 작아서 공간을 많이 차지하지 않으면서도 사용성...,사이즈가 작아서 공간을 많이 차지하지 않으면서도 사용성은 좋은것 같아요.,80,옥션,2020.04.09.,dr****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00589/b606184749172988558900.jpg"" alt=""사이즈가 작아서 공간을 많이 차지하..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,좋아요 좋아요,딸램주려 주문했는데 혼자쓰기 딱이내요  소음도  거의  없어서 좋은거 같아요,100,G마켓,2021.02.15.,lk****,"['<img src=""http://bampic.gmarket.co.kr/v1/104/634/1812634104/01381/1812634104344590738100.jpg"" alt=""딸램주려 주문했는데 혼자쓰기 딱이..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,잘받아서설치했는데조용하네요~되나안되나하는데~생선을구우니...,잘받아서설치했는데조용하네요~되나안되나하는데~생선을구우니급빨개졌다다시파랑되네요!,80,옥션,2021.03.24.,bs****,"['<img src=""http://bampic.auction.co.kr/v1/344/153/b853153344/00016/b853153344187817701600.jpg"" alt=""잘받아서설치했는데조용하네요~되나..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/344/153/b853153344/01016/b853153344187817701600.jpg"" alt=""잘받아서설치했는데조용하네요~되나..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,첨 써봐요,"공기청정기 첨 써보는데 좋았음 좋겠어요아직 미세먼지가 다 좋음이라,,,,",80,G마켓,2019.12.06.,ho****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00220/1526876942310844622000.jpg"" alt=""공기청정기 첨 써보는데 좋았음 좋겠..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,집안에서 운동하다보면 먼지가 너무나서 좋은가격에 구입했...,집안에서 운동하다보면 먼지가 너무나서 좋은가격에 구입했네요.,100,옥션,2020.01.19.,ki****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00866/b606184749170196186600.jpg"" alt=""집안에서 운동하다보면 먼지가 너무..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">', '<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/01866/b606184749170196186600.jpg"" alt=""집안에서 운동하다보면 먼지가 너무..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,강추,배 선실 안에 임시고정실험해보느라   1단계는 조용하고너무좋음 강추,100,G마켓,2020.04.01.,de****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00349/1526876942319694434900.jpg"" alt=""배 선실 안에 임시고정실험해보느라  ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,빠른 배송과 좋은 제품 입니다!,배송도 주문하고 바로 다음날왔네요 작동도 잘되고 은은하게 조명도 이쁩니다^^,100,G마켓,2020.11.25.,k#****,"['<img src=""http://bampic.gmarket.co.kr/v1/104/634/1812634104/00876/1812634104337449787600.jpg"" alt=""배송도 주문하고 바로 다음날왔네요 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,중고물건 의심 ???????,까보중 까보니까 중국 제품이네 차이나 제품임다~~~~ 잘보고 현명한 판단을 하세요 ^^,20,G마켓,2021.05.09.,ch****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,좋아요,배송도 빠르고 디자인도 예뻐요.성능도 좋다고 하니 잘쓰겠습니다!,100,G마켓,2020.02.22.,so****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00305/1526876942316524430500.jpg"" alt=""배송도 빠르고 디자인도 예뻐요.성능..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,상품평,배송도 빠르고 싸게 사서 좋아용.  받자마자 사용.생각했던것보다 더더더 맘에 듭니당.,100,G마켓,2020.04.09.,ki****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00554/1526876942319323755400.jpg"" alt=""배송도 빠르고 싸게 사서 좋아용.  받..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,완벽합니다,불빛이 예뻐서 취침등으로도 제격이고 소음도 심하지 않아요 ~ 좋습니다,100,G마켓,2020.06.11.,co****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00249/1526876942324378324900.jpg"" alt=""불빛이 예뻐서 취침등으로도 제격이..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,좋아요.,피스넷퓨어 360을구입했는데 싸이즈도 아담하고 너무좋아요 적극추천합니다.,100,G마켓,2020.12.12.,ky****,[]
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,두번째 구매입니다ㅋ,이제 색이 들어오는 걸로 사봤는데 소음도 적고 너무 만족스러워요ㅋ,100,G마켓,2019.11.08.,so****,"['<img src=""http://bampic.gmarket.co.kr/v1/942/876/1526876942/00756/1526876942308737675600.jpg"" alt=""이제 색이 들어오는 걸로 사봤는데 소..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,세련되고 예쁘네요..자동 센서의 센스가 돋보이고 너무 ...,세련되고 예쁘네요..자동 센서의 센스가 돋보이고 너무 좋아요..,100,옥션,2020.02.15.,jj****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00608/b606184749171300660800.jpg"" alt=""세련되고 예쁘네요..자동 센서의 센스..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,방에서 사용하고 있는데 정말 조용하네요 저렴하게 잘구매...,방에서 사용하고 있는데 정말 조용하네요 저렴하게 잘구매 한것같네요,100,옥션,2020.02.27.,ki****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00370/b606184749171699737000.jpg"" alt=""방에서 사용하고 있는데 정말 조용하..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,"과연 성능이 좋을지, 반신반의했는데 후기가 너무 좋아서...","과연 성능이 좋을지, 반신반의했는데 후기가 너무 좋아서 믿고 구매했어요~",100,옥션,2020.03.27.,s3****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00105/b606184749171511710500.jpg"" alt=""과연 성능이 좋을지, 반신반의했는데 ..."" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
6885466,aircleaner,삼지아이티 피스넷 퓨어 360 센서,디자인 이쁘고 센서도 잘작동하고 아주 만족합니다,디자인 이쁘고 센서도 잘작동하고 아주 만족합니다,100,옥션,2020.04.15.,jh****,"['<img src=""http://bampic.auction.co.kr/v1/749/184/b606184749/00728/b606184749173958572800.jpg"" alt=""디자인 이쁘고 센서도 잘작동하고 아주 만족합니다"" onerror=""this.src=\'http://img.danawa.com/new/noData/img/noImg_160.gif\'"">']"
